step,loss,batch_accuracy,wall_clock_s
8850,0.062,1.0,17.31
8860,0.0619,1.0,17.33
8870,0.0618,1.0,17.34
8880,0.0616,1.0,17.36
8890,0.0615,1.0,17.38
8900,0.0614,1.0,17.4
8910,0.0613,1.0,17.42
8920,0.0612,1.0,17.44
8930,0.0611,1.0,17.46
8940,0.061,1.0,17.48
8950,0.0609,1.0,17.5
8960,0.0607,1.0,17.52
8970,0.0606,1.0,17.54
8980,0.0605,1.0,17.56
8990,0.0604,1.0,17.58
9000,0.0603,1.0,17.6
9010,0.0602,1.0,17.61
9020,0.0601,1.0,17.63
9030,0.06,1.0,17.65
9040,0.0599,1.0,17.67
9050,0.0597,1.0,17.69
9060,0.0596,1.0,17.71
9070,0.0595,1.0,17.73
9080,0.0594,1.0,17.75
9090,0.0593,1.0,17.77
9100,0.0592,1.0,17.79
9110,0.0591,1.0,17.81
9120,0.059,1.0,17.83
9130,0.0589,1.0,17.85
9140,0.0588,1.0,17.86
9150,0.0587,1.0,17.88
9160,0.0586,1.0,17.9
9170,0.0585,1.0,17.92
9180,0.0584,1.0,18.03
9190,0.0583,1.0,18.07
9200,0.0582,1.0,18.11
9210,0.0581,1.0,18.13
9220,0.058,1.0,18.15
9230,0.0579,1.0,18.17
9240,0.0577,1.0,18.19
9250,0.0576,1.0,18.21
9260,0.0575,1.0,18.23
9270,0.0574,1.0,18.25
9280,0.0573,1.0,18.27
9290,0.0572,1.0,18.29
9300,0.0571,1.0,18.31
9310,0.057,1.0,18.33
9320,0.0569,1.0,18.35
9330,0.0568,1.0,18.37
9340,0.0567,1.0,18.39
9350,0.0566,1.0,18.41
9360,0.0565,1.0,18.43
9370,0.0565,1.0,18.45
9380,0.0564,1.0,18.47
9390,0.0563,1.0,18.49
9400,0.0562,1.0,18.51
9410,0.0561,1.0,18.53
9420,0.056,1.0,18.55
9430,0.0559,1.0,18.56
9440,0.0558,1.0,18.58
9450,0.0557,1.0,18.6
9460,0.0556,1.0,18.62
9470,0.0555,1.0,18.64
9480,0.0554,1.0,18.66
9490,0.0553,1.0,18.68
9500,0.0552,1.0,18.7
9510,0.0551,1.0,18.72
9520,0.055,1.0,18.74
9530,0.0549,1.0,18.76
9540,0.0548,1.0,18.78
9550,0.0547,1.0,18.8
9560,0.0546,1.0,18.82
9570,0.0546,1.0,18.84
9580,0.0545,1.0,18.85
9590,0.0544,1.0,18.87
9600,0.0543,1.0,18.89
9610,0.0542,1.0,18.91
9620,0.0541,1.0,18.93
9630,0.054,1.0,18.95
9640,0.0539,1.0,18.97
9650,0.0538,1.0,18.99
9660,0.0537,1.0,19.01
9670,0.0537,1.0,19.03
9680,0.0536,1.0,19.05
9690,0.0535,1.0,19.07
9700,0.0534,1.0,19.09
9710,0.0533,1.0,19.11
9720,0.0532,1.0,19.13
9730,0.0531,1.0,19.15
9740,0.053,1.0,19.17
9750,0.053,1.0,19.19
9760,0.0529,1.0,19.21
9770,0.0528,1.0,19.23
9780,0.0527,1.0,19.25
9790,0.0526,1.0,19.27
9800,0.0525,1.0,19.29
9810,0.0524,1.0,19.31
9820,0.0524,1.0,19.33
9830,0.0523,1.0,19.34
9840,0.0522,1.0,19.36
9850,0.0521,1.0,19.38
9860,0.052,1.0,19.4
9870,0.0519,1.0,19.42
9880,0.0518,1.0,19.44
9890,0.0518,1.0,19.46
9900,0.0517,1.0,19.48
9910,0.0516,1.0,19.5
9920,0.0515,1.0,19.52
9930,0.0514,1.0,19.54
9940,0.0514,1.0,19.56
9950,0.0513,1.0,19.58
9960,0.0512,1.0,19.6
9970,0.0511,1.0,19.62
9980,0.051,1.0,19.64
9990,0.0509,1.0,19.66
10000,0.0509,1.0,19.68
10010,0.0508,1.0,19.69
10020,0.0507,1.0,19.71
10030,0.0506,1.0,19.73
10040,0.0505,1.0,19.75
10050,0.0505,1.0,19.77
10060,0.0504,1.0,19.79
10070,0.0503,1.0,19.81
10080,0.0502,1.0,19.83
10090,0.0502,1.0,19.85
10100,0.0501,1.0,19.87
10110,0.05,1.0,19.89
10120,0.0499,1.0,19.91
10130,0.0498,1.0,19.93
10140,0.0498,1.0,19.94
10150,0.0497,1.0,19.96
10160,0.0496,1.0,19.98
10170,0.0495,1.0,20.0
10180,0.0495,1.0,20.02
10190,0.0494,1.0,20.04
10200,0.0493,1.0,20.06
10210,0.0492,1.0,20.08
10220,0.0492,1.0,20.1
10230,0.0491,1.0,20.12
10240,0.049,1.0,20.14
10250,0.0489,1.0,20.16
10260,0.0489,1.0,20.18
10270,0.0488,1.0,20.2
10280,0.0487,1.0,20.22
10290,0.0486,1.0,20.24
10300,0.0486,1.0,20.25
10310,0.0485,1.0,20.27
10320,0.0484,1.0,20.29
10330,0.0483,1.0,20.31
10340,0.0483,1.0,20.33
10350,0.0482,1.0,20.35
10360,0.0481,1.0,20.37
10370,0.048,1.0,20.39
10380,0.048,1.0,20.41
10390,0.0479,1.0,20.43
10400,0.0478,1.0,20.45
10410,0.0478,1.0,20.47
10420,0.0477,1.0,20.49
10430,0.0476,1.0,20.51
10440,0.0475,1.0,20.52
10450,0.0475,1.0,20.54
10460,0.0474,1.0,20.56
10470,0.0473,1.0,20.58
10480,0.0473,1.0,20.6
10490,0.0472,1.0,20.62
10500,0.0471,1.0,20.64
10510,0.0471,1.0,20.66
10520,0.047,1.0,20.68
10530,0.0469,1.0,20.7
10540,0.0468,1.0,20.72
10550,0.0468,1.0,20.74
10560,0.0467,1.0,20.76
10570,0.0466,1.0,20.78
10580,0.0466,1.0,20.8
10590,0.0465,1.0,20.82
10600,0.0464,1.0,20.84
10610,0.0464,1.0,20.85
10620,0.0463,1.0,20.87
10630,0.0462,1.0,20.89
10640,0.0462,1.0,20.91
10650,0.0461,1.0,20.93
10660,0.046,1.0,20.95
10670,0.046,1.0,20.97
10680,0.0459,1.0,20.99
10690,0.0458,1.0,21.01
10700,0.0458,1.0,21.03
10710,0.0457,1.0,21.05
10720,0.0456,1.0,21.07
10730,0.0456,1.0,21.09
10740,0.0455,1.0,21.11
10750,0.0454,1.0,21.13
10760,0.0454,1.0,21.15
10770,0.0453,1.0,21.17
10780,0.0452,1.0,21.19
10790,0.0452,1.0,21.2
10800,0.0451,1.0,21.22
10810,0.0451,1.0,21.24
10820,0.045,1.0,21.26
10830,0.0449,1.0,21.28
10840,0.0449,1.0,21.3
10850,0.0448,1.0,21.32
10860,0.0447,1.0,21.34
10870,0.0447,1.0,21.36
10880,0.0446,1.0,21.38
10890,0.0446,1.0,21.4
10900,0.0445,1.0,21.42
10910,0.0444,1.0,21.44
10920,0.0444,1.0,21.46
10930,0.0443,1.0,21.48
10940,0.0442,1.0,21.5
10950,0.0442,1.0,21.51
10960,0.0441,1.0,21.53
10970,0.0441,1.0,21.55
10980,0.044,1.0,21.57
10990,0.0439,1.0,21.59
11000,0.0439,1.0,21.61
11010,0.0438,1.0,21.63
11020,0.0438,1.0,21.65
11030,0.0437,1.0,21.67
11040,0.0436,1.0,21.69
11050,0.0436,1.0,21.71
11060,0.0435,1.0,21.73
11070,0.0435,1.0,21.75
11080,0.0434,1.0,21.77
11090,0.0433,1.0,21.79
11100,0.0433,1.0,21.8
11110,0.0432,1.0,21.82
11120,0.0432,1.0,21.84
11130,0.0431,1.0,21.86
11140,0.043,1.0,21.88
11150,0.043,1.0,21.9
11160,0.0429,1.0,21.92
11170,0.0429,1.0,21.94
11180,0.0428,1.0,21.96
11190,0.0427,1.0,21.98
11200,0.0427,1.0,22.0
11210,0.0426,1.0,22.02
11220,0.0426,1.0,22.04
11230,0.0425,1.0,22.06
11240,0.0425,1.0,22.08
11250,0.0424,1.0,22.1
11260,0.0423,1.0,22.11
11270,0.0423,1.0,22.13
11280,0.0422,1.0,22.15
11290,0.0422,1.0,22.17
11300,0.0421,1.0,22.19
11310,0.0421,1.0,22.21
11320,0.042,1.0,22.23
11330,0.0419,1.0,22.25
11340,0.0419,1.0,22.27
11350,0.0418,1.0,22.29
11360,0.0418,1.0,22.31
11370,0.0417,1.0,22.33
11380,0.0417,1.0,22.35
11390,0.0416,1.0,22.37
11400,0.0416,1.0,22.39
11410,0.0415,1.0,22.41
11420,0.0415,1.0,22.42
11430,0.0414,1.0,22.44
11440,0.0413,1.0,22.46
11450,0.0413,1.0,22.48
11460,0.0412,1.0,22.5
11470,0.0412,1.0,22.52
11480,0.0411,1.0,22.54
11490,0.0411,1.0,22.56
11500,0.041,1.0,22.58
11510,0.041,1.0,22.6
11520,0.0409,1.0,22.62
11530,0.0409,1.0,22.64
11540,0.0408,1.0,22.66
11550,0.0408,1.0,22.68
11560,0.0407,1.0,22.7
11570,0.0406,1.0,22.72
11580,0.0406,1.0,22.74
11590,0.0405,1.0,22.75
11600,0.0405,1.0,22.77
11610,0.0404,1.0,22.79
11620,0.0404,1.0,22.81
11630,0.0403,1.0,22.83
11640,0.0403,1.0,22.85
11650,0.0402,1.0,22.87
11660,0.0402,1.0,22.89
11670,0.0401,1.0,22.91
11680,0.0401,1.0,22.93
11690,0.04,1.0,22.95
11700,0.04,1.0,22.97
11710,0.0399,1.0,22.99
11720,0.0399,1.0,23.01
11730,0.0398,1.0,23.03
11740,0.0398,1.0,23.04
11750,0.0397,1.0,23.06
11760,0.0397,1.0,23.08
11770,0.0396,1.0,23.1
11780,0.0396,1.0,23.12
11790,0.0395,1.0,23.14
11800,0.0395,1.0,23.16
11810,0.0394,1.0,23.18
11820,0.0394,1.0,23.2
11830,0.0393,1.0,23.22
11840,0.0393,1.0,23.24
11850,0.0392,1.0,23.26
11860,0.0392,1.0,23.28
11870,0.0391,1.0,23.3
11880,0.0391,1.0,23.32
11890,0.039,1.0,23.34
11900,0.039,1.0,23.35
11910,0.0389,1.0,23.37
11920,0.0389,1.0,23.39
11930,0.0388,1.0,23.41
11940,0.0388,1.0,23.43
11950,0.0387,1.0,23.45
11960,0.0387,1.0,23.47
11970,0.0386,1.0,23.49
11980,0.0386,1.0,23.51
11990,0.0385,1.0,23.53
12000,0.0385,1.0,23.55
12010,0.0385,1.0,23.57
12020,0.0384,1.0,23.59
12030,0.0384,1.0,23.61
12040,0.0383,1.0,23.63
12050,0.0383,1.0,23.64
12060,0.0382,1.0,23.66
12070,0.0382,1.0,23.68
12080,0.0381,1.0,23.7
12090,0.0381,1.0,23.72
12100,0.038,1.0,23.74
12110,0.038,1.0,23.76
12120,0.0379,1.0,23.78
12130,0.0379,1.0,23.8
12140,0.0378,1.0,23.82
12150,0.0378,1.0,23.84
12160,0.0378,1.0,23.86
12170,0.0377,1.0,23.88
12180,0.0377,1.0,23.9
12190,0.0376,1.0,23.92
12200,0.0376,1.0,23.94
12210,0.0375,1.0,23.96
12220,0.0375,1.0,23.98
12230,0.0374,1.0,24.0
12240,0.0374,1.0,24.02
12250,0.0373,1.0,24.04
12260,0.0373,1.0,24.06
12270,0.0373,1.0,24.08
12280,0.0372,1.0,24.1
12290,0.0372,1.0,24.12
12300,0.0371,1.0,24.14
12310,0.0371,1.0,24.16
12320,0.037,1.0,24.18
12330,0.037,1.0,24.2
12340,0.037,1.0,24.22
12350,0.0369,1.0,24.24
12360,0.0369,1.0,24.26
12370,0.0368,1.0,24.28
12380,0.0368,1.0,24.3
12390,0.0367,1.0,24.32
12400,0.0367,1.0,24.35
12410,0.0366,1.0,24.37
12420,0.0366,1.0,24.39
12430,0.0366,1.0,24.41
12440,0.0365,1.0,24.43
12450,0.0365,1.0,24.46
12460,0.0364,1.0,24.48
12470,0.0364,1.0,24.5
12480,0.0363,1.0,24.52
12490,0.0363,1.0,24.53
12500,0.0363,1.0,24.55
12510,0.0362,1.0,24.57
12520,0.0362,1.0,24.59
12530,0.0361,1.0,24.61
12540,0.0361,1.0,24.63
12550,0.0361,1.0,24.65
12560,0.036,1.0,24.67
12570,0.036,1.0,24.69
12580,0.0359,1.0,24.71
12590,0.0359,1.0,24.73
12600,0.0358,1.0,24.75
12610,0.0358,1.0,24.77
12620,0.0358,1.0,24.79
12630,0.0357,1.0,24.81
12640,0.0357,1.0,24.83
12650,0.0356,1.0,24.84
12660,0.0356,1.0,24.86
12670,0.0356,1.0,24.88
12680,0.0355,1.0,24.9
12690,0.0355,1.0,24.92
12700,0.0354,1.0,24.94
12710,0.0354,1.0,24.96
12720,0.0354,1.0,24.98
12730,0.0353,1.0,25.0
12740,0.0353,1.0,25.02
12750,0.0352,1.0,25.04
12760,0.0352,1.0,25.05
12770,0.0352,1.0,25.07
12780,0.0351,1.0,25.09
12790,0.0351,1.0,25.11
12800,0.035,1.0,25.13
12810,0.035,1.0,25.15
12820,0.035,1.0,25.17
12830,0.0349,1.0,25.19
12840,0.0349,1.0,25.21
12850,0.0348,1.0,25.23
12860,0.0348,1.0,25.25
12870,0.0348,1.0,25.27
12880,0.0347,1.0,25.29
12890,0.0347,1.0,25.3
12900,0.0346,1.0,25.32
12910,0.0346,1.0,25.34
12920,0.0346,1.0,25.36
12930,0.0345,1.0,25.38
12940,0.0345,1.0,25.4
12950,0.0344,1.0,25.42
12960,0.0344,1.0,25.44
12970,0.0344,1.0,25.46
12980,0.0343,1.0,25.52
12990,0.0343,1.0,25.54
13000,0.0343,1.0,25.55
13010,0.0342,1.0,25.57
13020,0.0342,1.0,25.59
13030,0.0341,1.0,25.61
13040,0.0341,1.0,25.63
13050,0.0341,1.0,25.66
13060,0.034,1.0,25.68
13070,0.034,1.0,25.7
13080,0.034,1.0,25.72
13090,0.0339,1.0,25.73
13100,0.0339,1.0,25.75
13110,0.0338,1.0,25.77
13120,0.0338,1.0,25.79
13130,0.0338,1.0,25.81
13140,0.0337,1.0,25.83
13150,0.0337,1.0,25.85
13160,0.0337,1.0,25.87
13170,0.0336,1.0,25.89
13180,0.0336,1.0,25.91
13190,0.0336,1.0,25.93
13200,0.0335,1.0,25.95
13210,0.0335,1.0,25.97
13220,0.0334,1.0,25.99
13230,0.0334,1.0,26.01
13240,0.0334,1.0,26.03
13250,0.0333,1.0,26.05
13260,0.0333,1.0,26.07
13270,0.0333,1.0,26.09
13280,0.0332,1.0,26.11
13290,0.0332,1.0,26.13
13300,0.0332,1.0,26.15
13310,0.0331,1.0,26.17
13320,0.0331,1.0,26.18
13330,0.033,1.0,26.2
13340,0.033,1.0,26.22
13350,0.033,1.0,26.24
13360,0.0329,1.0,26.26
13370,0.0329,1.0,26.28
13380,0.0329,1.0,26.3
13390,0.0328,1.0,26.32
13400,0.0328,1.0,26.34
13410,0.0328,1.0,26.36
13420,0.0327,1.0,26.38
13430,0.0327,1.0,26.4
13440,0.0327,1.0,26.42
13450,0.0326,1.0,26.44
13460,0.0326,1.0,26.46
13470,0.0326,1.0,26.48
13480,0.0325,1.0,26.49
13490,0.0325,1.0,26.51
13500,0.0325,1.0,26.53
13510,0.0324,1.0,26.55
13520,0.0324,1.0,26.57
13530,0.0324,1.0,26.59
13540,0.0323,1.0,26.61
13550,0.0323,1.0,26.63
13560,0.0323,1.0,26.65
13570,0.0322,1.0,26.67
13580,0.0322,1.0,26.69
13590,0.0322,1.0,26.71
13600,0.0321,1.0,26.73
13610,0.0321,1.0,26.75
13620,0.0321,1.0,26.77
13630,0.032,1.0,26.79
13640,0.032,1.0,26.8
13650,0.032,1.0,26.82
13660,0.0319,1.0,26.84
13670,0.0319,1.0,26.86
13680,0.0319,1.0,26.88
13690,0.0318,1.0,26.9
13700,0.0318,1.0,26.92
13710,0.0318,1.0,26.94
13720,0.0317,1.0,26.96
13730,0.0317,1.0,26.98
13740,0.0317,1.0,27.0
13750,0.0316,1.0,27.02
13760,0.0316,1.0,27.04
13770,0.0316,1.0,27.05
13780,0.0315,1.0,27.07
13790,0.0315,1.0,27.09
13800,0.0315,1.0,27.11
13810,0.0314,1.0,27.13
13820,0.0314,1.0,27.15
13830,0.0314,1.0,27.17
13840,0.0313,1.0,27.19
13850,0.0313,1.0,27.21
13860,0.0313,1.0,27.23
13870,0.0312,1.0,27.25
13880,0.0312,1.0,27.27
13890,0.0312,1.0,27.29
13900,0.0311,1.0,27.31
13910,0.0311,1.0,27.32
13920,0.0311,1.0,27.34
13930,0.031,1.0,27.36
13940,0.031,1.0,27.38
13950,0.031,1.0,27.4
13960,0.031,1.0,27.42
13970,0.0309,1.0,27.44
13980,0.0309,1.0,27.46
13990,0.0309,1.0,27.48
14000,0.0308,1.0,27.5
14010,0.0308,1.0,27.52
14020,0.0308,1.0,27.54
14030,0.0307,1.0,27.55
14040,0.0307,1.0,27.57
14050,0.0307,1.0,27.59
14060,0.0306,1.0,27.61
14070,0.0306,1.0,27.63
14080,0.0306,1.0,27.65
14090,0.0306,1.0,27.67
14100,0.0305,1.0,27.69
14110,0.0305,1.0,27.71
14120,0.0305,1.0,27.73
14130,0.0304,1.0,27.75
14140,0.0304,1.0,27.77
14150,0.0304,1.0,27.79
14160,0.0303,1.0,27.81
14170,0.0303,1.0,27.83
14180,0.0303,1.0,27.85
14190,0.0303,1.0,27.87
14200,0.0302,1.0,27.9
14210,0.0302,1.0,27.92
14220,0.0302,1.0,27.94
14230,0.0301,1.0,27.96
14240,0.0301,1.0,27.98
14250,0.0301,1.0,28.0
14260,0.03,1.0,28.02
14270,0.03,1.0,28.04
14280,0.03,1.0,28.06
14290,0.03,1.0,28.08
14300,0.0299,1.0,28.1
14310,0.0299,1.0,28.12
14320,0.0299,1.0,28.14
14330,0.0298,1.0,28.16
14340,0.0298,1.0,28.18
14350,0.0298,1.0,28.2
14360,0.0298,1.0,28.22
14370,0.0297,1.0,28.24
14380,0.0297,1.0,28.26
14390,0.0297,1.0,28.28
14400,0.0296,1.0,28.3
14410,0.0296,1.0,28.32
14420,0.0296,1.0,28.34
14430,0.0296,1.0,28.36
14440,0.0295,1.0,28.38
14450,0.0295,1.0,28.4
14460,0.0295,1.0,28.42
14470,0.0294,1.0,28.44
14480,0.0294,1.0,28.46
14490,0.0294,1.0,28.47
14500,0.0294,1.0,28.49
14510,0.0293,1.0,28.51
14520,0.0293,1.0,28.53
14530,0.0293,1.0,28.55
14540,0.0292,1.0,28.57
14550,0.0292,1.0,28.59
14560,0.0292,1.0,28.61
14570,0.0292,1.0,28.63
14580,0.0291,1.0,28.65
14590,0.0291,1.0,28.67
14600,0.0291,1.0,28.69
14610,0.029,1.0,28.71
14620,0.029,1.0,28.73
14630,0.029,1.0,28.75
14640,0.029,1.0,28.76
14650,0.0289,1.0,28.78
14660,0.0289,1.0,28.8
14670,0.0289,1.0,28.82
14680,0.0289,1.0,28.84
14690,0.0288,1.0,28.86
14700,0.0288,1.0,28.89
14710,0.0288,1.0,28.91
14720,0.0287,1.0,28.93
14730,0.0287,1.0,28.95
14740,0.0287,1.0,28.97
14750,0.0287,1.0,28.99
14760,0.0286,1.0,29.01
14770,0.0286,1.0,29.03
14780,0.0286,1.0,29.05
14790,0.0286,1.0,29.07
14800,0.0285,1.0,29.09
14810,0.0285,1.0,29.11
14820,0.0285,1.0,29.13
14830,0.0285,1.0,29.15
14840,0.0284,1.0,29.16
14850,0.0284,1.0,29.18
14860,0.0284,1.0,29.2
14870,0.0283,1.0,29.22
14880,0.0283,1.0,29.24
14890,0.0283,1.0,29.26
14900,0.0283,1.0,29.28
14910,0.0282,1.0,29.3
14920,0.0282,1.0,29.32
14930,0.0282,1.0,29.34
14940,0.0282,1.0,29.36
14950,0.0281,1.0,29.38
14960,0.0281,1.0,29.4
14970,0.0281,1.0,29.42
14980,0.0281,1.0,29.44
14990,0.028,1.0,29.45
15000,0.028,1.0,29.47
15010,0.028,1.0,29.49
15020,0.028,1.0,29.51
15030,0.0279,1.0,29.53
15040,0.0279,1.0,29.55
15050,0.0279,1.0,29.57
15060,0.0279,1.0,29.59
15070,0.0278,1.0,29.61
15080,0.0278,1.0,29.63
15090,0.0278,1.0,29.65
15100,0.0278,1.0,29.67
15110,0.0277,1.0,29.69
15120,0.0277,1.0,29.71
15130,0.0277,1.0,29.73
15140,0.0277,1.0,29.74
15150,0.0276,1.0,29.76
15160,0.0276,1.0,29.78
15170,0.0276,1.0,29.8
15180,0.0276,1.0,29.82
15190,0.0275,1.0,29.84
15200,0.0275,1.0,29.86
15210,0.0275,1.0,29.88
15220,0.0275,1.0,29.9
15230,0.0274,1.0,29.92
15240,0.0274,1.0,29.94
15250,0.0274,1.0,29.96
15260,0.0274,1.0,29.98
15270,0.0273,1.0,30.0
15280,0.0273,1.0,30.01
15290,0.0273,1.0,30.03
15300,0.0273,1.0,30.05
15310,0.0272,1.0,30.07
15320,0.0272,1.0,30.09
15330,0.0272,1.0,30.11
15340,0.0272,1.0,30.13
15350,0.0271,1.0,30.15
15360,0.0271,1.0,30.17
15370,0.0271,1.0,30.19
15380,0.0271,1.0,30.21
15390,0.027,1.0,30.23
15400,0.027,1.0,30.25
15410,0.027,1.0,30.27
15420,0.027,1.0,30.29
15430,0.0269,1.0,30.3
15440,0.0269,1.0,30.32
15450,0.0269,1.0,30.34
15460,0.0269,1.0,30.36
15470,0.0268,1.0,30.38
15480,0.0268,1.0,30.4
15490,0.0268,1.0,30.42
15500,0.0268,1.0,30.44
15510,0.0268,1.0,30.47
15520,0.0267,1.0,30.49
15530,0.0267,1.0,30.5
15540,0.0267,1.0,30.52
15550,0.0267,1.0,30.54
15560,0.0266,1.0,30.56
15570,0.0266,1.0,30.58
15580,0.0266,1.0,30.6
15590,0.0266,1.0,30.62
15600,0.0265,1.0,30.64
15610,0.0265,1.0,30.66
15620,0.0265,1.0,30.68
15630,0.0265,1.0,30.7
15640,0.0264,1.0,30.72
15650,0.0264,1.0,30.74
15660,0.0264,1.0,30.76
15670,0.0264,1.0,30.78
15680,0.0264,1.0,30.8
15690,0.0263,1.0,30.81
15700,0.0263,1.0,30.83
15710,0.0263,1.0,30.85
15720,0.0263,1.0,30.87
15730,0.0262,1.0,30.89
15740,0.0262,1.0,30.91
15750,0.0262,1.0,30.93
15760,0.0262,1.0,30.95
15770,0.0262,1.0,30.97
15780,0.0261,1.0,30.99
15790,0.0261,1.0,31.01
15800,0.0261,1.0,31.03
15810,0.0261,1.0,31.05
15820,0.026,1.0,31.07
15830,0.026,1.0,31.09
15840,0.026,1.0,31.1
15850,0.026,1.0,31.12
15860,0.026,1.0,31.14
15870,0.0259,1.0,31.16
15880,0.0259,1.0,31.18
15890,0.0259,1.0,31.2
15900,0.0259,1.0,31.22
15910,0.0258,1.0,31.24
15920,0.0258,1.0,31.26
15930,0.0258,1.0,31.28
15940,0.0258,1.0,31.3
15950,0.0258,1.0,31.32
15960,0.0257,1.0,31.34
15970,0.0257,1.0,31.36
15980,0.0257,1.0,31.38
15990,0.0257,1.0,31.4
16000,0.0256,1.0,31.42
16010,0.0256,1.0,31.43
16020,0.0256,1.0,31.49
16030,0.0256,1.0,31.51
16040,0.0256,1.0,31.53
16050,0.0255,1.0,31.55
16060,0.0255,1.0,31.57
16070,0.0255,1.0,31.59
16080,0.0255,1.0,31.61
16090,0.0255,1.0,31.63
16100,0.0254,1.0,31.65
16110,0.0254,1.0,31.67
16120,0.0254,1.0,31.69
16130,0.0254,1.0,31.71
16140,0.0253,1.0,31.73
16150,0.0253,1.0,31.75
16160,0.0253,1.0,31.77
16170,0.0253,1.0,31.79
16180,0.0253,1.0,31.81
16190,0.0252,1.0,31.83
16200,0.0252,1.0,31.84
16210,0.0252,1.0,31.86
16220,0.0252,1.0,31.88
16230,0.0252,1.0,31.9
16240,0.0251,1.0,31.92
16250,0.0251,1.0,31.94
16260,0.0251,1.0,31.96
16270,0.0251,1.0,31.98
16280,0.0251,1.0,32.05
16290,0.025,1.0,32.11
16300,0.025,1.0,32.17
16310,0.025,1.0,32.19
16320,0.025,1.0,32.21
16330,0.0249,1.0,32.23
16340,0.0249,1.0,32.25
16350,0.0249,1.0,32.27
16360,0.0249,1.0,32.29
16370,0.0249,1.0,32.31
16380,0.0248,1.0,32.33
16390,0.0248,1.0,32.35
16400,0.0248,1.0,32.37
16410,0.0248,1.0,32.39
16420,0.0248,1.0,32.41
16430,0.0247,1.0,32.43
16440,0.0247,1.0,32.44
16450,0.0247,1.0,32.46
16460,0.0247,1.0,32.48
16470,0.0247,1.0,32.5
16480,0.0246,1.0,32.52
16490,0.0246,1.0,32.54
16500,0.0246,1.0,32.56
16510,0.0246,1.0,32.58
16520,0.0246,1.0,32.6
16530,0.0245,1.0,32.62
16540,0.0245,1.0,32.64
16550,0.0245,1.0,32.66
16560,0.0245,1.0,32.68
16570,0.0245,1.0,32.7
16580,0.0244,1.0,32.72
16590,0.0244,1.0,32.74
16600,0.0244,1.0,32.75
16610,0.0244,1.0,32.77
16620,0.0244,1.0,32.79
16630,0.0243,1.0,32.81
16640,0.0243,1.0,32.83
16650,0.0243,1.0,32.85
16660,0.0243,1.0,32.87
16670,0.0243,1.0,32.89
16680,0.0242,1.0,32.91
16690,0.0242,1.0,32.93
16700,0.0242,1.0,32.95
16710,0.0242,1.0,32.97
16720,0.0242,1.0,32.99
16730,0.0241,1.0,33.01
16740,0.0241,1.0,33.03
16750,0.0241,1.0,33.05
16760,0.0241,1.0,33.07
16770,0.0241,1.0,33.09
16780,0.0241,1.0,33.11
16790,0.024,1.0,33.13
16800,0.024,1.0,33.14
16810,0.024,1.0,33.16
16820,0.024,1.0,33.18
16830,0.024,1.0,33.21
16840,0.0239,1.0,33.23
16850,0.0239,1.0,33.25
16860,0.0239,1.0,33.27
16870,0.0239,1.0,33.28
16880,0.0239,1.0,33.3
16890,0.0238,1.0,33.32
16900,0.0238,1.0,33.34
16910,0.0238,1.0,33.36
16920,0.0238,1.0,33.38
16930,0.0238,1.0,33.4
16940,0.0238,1.0,33.42
16950,0.0237,1.0,33.44
16960,0.0237,1.0,33.46
16970,0.0237,1.0,33.48
16980,0.0237,1.0,33.5
16990,0.0237,1.0,33.52
17000,0.0236,1.0,33.54
17010,0.0236,1.0,33.56
17020,0.0236,1.0,33.57
17030,0.0236,1.0,33.59
17040,0.0236,1.0,33.61
17050,0.0235,1.0,33.63
17060,0.0235,1.0,33.65
17070,0.0235,1.0,33.67
17080,0.0235,1.0,33.69
17090,0.0235,1.0,33.71
17100,0.0235,1.0,33.73
17110,0.0234,1.0,33.75
17120,0.0234,1.0,33.77
17130,0.0234,1.0,33.79
17140,0.0234,1.0,33.81
17150,0.0234,1.0,33.83
17160,0.0233,1.0,33.84
17170,0.0233,1.0,33.86
17180,0.0233,1.0,33.88
17190,0.0233,1.0,33.9
17200,0.0233,1.0,33.92
17210,0.0233,1.0,33.94
17220,0.0232,1.0,33.96
17230,0.0232,1.0,33.98
17240,0.0232,1.0,34.0
17250,0.0232,1.0,34.02
17260,0.0232,1.0,34.04
17270,0.0231,1.0,34.06
17280,0.0231,1.0,34.08
17290,0.0231,1.0,34.1
17300,0.0231,1.0,34.11
17310,0.0231,1.0,34.13
17320,0.0231,1.0,34.15
17330,0.023,1.0,34.17
17340,0.023,1.0,34.19
17350,0.023,1.0,34.21
17360,0.023,1.0,34.23
17370,0.023,1.0,34.25
17380,0.023,1.0,34.27
17390,0.0229,1.0,34.29
17400,0.0229,1.0,34.31
17410,0.0229,1.0,34.33
17420,0.0229,1.0,34.35
17430,0.0229,1.0,34.37
17440,0.0228,1.0,34.39
17450,0.0228,1.0,34.4
17460,0.0228,1.0,34.42
17470,0.0228,1.0,34.44
17480,0.0228,1.0,34.46
17490,0.0228,1.0,34.48
17500,0.0227,1.0,34.5
17510,0.0227,1.0,34.52
17520,0.0227,1.0,34.54
17530,0.0227,1.0,34.56
17540,0.0227,1.0,34.58
17550,0.0227,1.0,34.63
17560,0.0226,1.0,34.66
17570,0.0226,1.0,34.68
17580,0.0226,1.0,34.7
17590,0.0226,1.0,34.72
17600,0.0226,1.0,34.74
17610,0.0226,1.0,34.76
17620,0.0225,1.0,34.78
17630,0.0225,1.0,34.8
