step,loss,loss_avg10,probe_loss,probe_accuracy,batch_accuracy,lr,grad_norm,step_norm,trust_radius,rho,lambda_star,tr_secular_evals,eig_min,eig_max,wall_clock_s
175.0,2.2774,2.2358,2.2063,0.188,0.125,0.1,0.4231,0.0625,0.0625,0.96,5.574,37.0,-0.87,35.8,209.31
176.0,2.1472,2.2331,2.2041,0.188,0.156,0.1,0.8908,0.125,0.125,0.861,5.245,35.0,-2.2,26.8,210.53
177.0,2.486,2.2465,2.2632,0.172,0.156,0.1,5.011,0.25,0.25,0.43,7.211,32.0,-6.93,125.0,212.34
178.0,2.1987,2.2455,2.2103,0.176,0.062,0.1,0.3871,0.25,0.25,-0.274,2.403,33.0,-1.61,14.4,213.74
179.0,2.1548,2.2415,2.2103,0.176,0.281,0.1,0.5004,0.0625,0.0625,0.974,7.185,36.0,-1.01,16.4,215.64
180.0,2.2176,2.2454,2.2025,0.176,0.125,0.1,0.514,0.125,0.125,0.396,5.324,32.0,-4.46,14.5,217.11
181.0,2.1841,2.2448,2.2103,0.168,0.188,0.1,0.4329,0.125,0.125,-0.406,3.285,33.0,-2.57,2.83,218.62
182.0,2.173,2.2399,2.2103,0.168,0.188,0.1,0.78,0.03125,0.03125,1.098,16.21,38.0,-1.89,17.7,219.9
183.0,2.257,2.241,2.221,0.148,0.125,0.1,0.5968,0.0625,0.0625,0.512,7.989,36.0,-5.72,21.7,221.22
184.0,2.2752,2.24,2.1985,0.172,0.062,0.1,1.666,0.0625,0.0625,0.586,13.72,38.0,-1.25,15.4,222.67
185.0,2.3407,2.2484,2.2127,0.191,0.031,0.1,0.7147,0.0625,0.0625,1.0,12.35,37.0,-4.12,7.03,224.21
186.0,2.1938,2.2466,2.1963,0.18,0.094,0.1,1.041,0.125,0.125,0.259,5.949,35.0,-2.13,19.0,225.57
187.0,2.105,2.2374,2.263,0.145,0.156,0.1,1.774,0.125,0.125,0.043,12.69,35.0,-6.63,36.6,227.04
188.0,2.3964,2.2433,2.263,0.145,0.125,0.1,2.521,0.03125,0.03125,0.894,56.7,37.0,-17.4,35.7,228.36
189.0,2.1213,2.2364,2.2144,0.168,0.219,0.1,0.6171,0.0625,0.0625,0.854,9.572,35.0,-6.28,36.0,230.28
190.0,2.2456,2.2361,2.2079,0.184,0.094,0.1,1.184,0.125,0.125,0.275,6.933,37.0,-2.29,24.6,232.23
191.0,2.1717,2.2346,2.2001,0.199,0.25,0.1,0.8216,0.125,0.125,0.385,5.779,35.0,-2.49,19.1,233.76
192.0,2.1699,2.2302,2.2029,0.199,0.25,0.1,1.971,0.125,0.125,-0.188,12.03,37.0,-3.01,17.4,235.53
